Bootcamp Course,Bootcamp Format,Bootcamp Year,Bootcamp Start Date,Campus - Timezone,Created Date,Close Date,Stage,Discount Amount (converted),Scholarship Amount (converted),Amount (converted),Net Amount With VAT (converted),Drop,Drop Reason,how did you hear about us?,Person Account: Gender,Stage Duration
UX,FT,2021,2021-11-01,BER,2020-09-14,2020-10-21,Paid Deposit,0.0,0.0,7500.0,7500.0,0,Not specified,newspaperOrMagazine,Male,48.0
WD,PT,2021,2021-06-04,MEX,2020-02-10,2020-12-31,Closed lost,0.0,0.0,4746.54,4746.54,0,Not specified,Not specified,Prefer not to disclose,32.0
WD,FT,2020,2020-12-10,LIS,2020-03-03,2020-08-24,Paid Deposit,1000.0,0.0,6500.0,5500.0,0,Not specified,Not specified,Prefer not to disclose,109.0
DA,PT,2020,2020-09-11,MAD,2020-09-14,2020-09-24,Paid Deposit,0.0,0.0,7500.0,7500.0,0,Not specified,Referral,Male,74.0
DA,FT,2020,2020-05-10,RMT-Europe,2020-09-14,2020-09-30,Closed lost,750.0,0.0,7500.0,6750.0,0,Not specified,Referral,Female,84.0
WD,FT,2020,2020-04-05,AMS,2020-06-02,2020-06-02,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,google,Female,250.0
DA,PT,2021,2021-09-02,BCN,2020-09-15,2020-09-25,Paid Deposit,0.0,0.0,7500.0,7500.0,0,Not specified,Referral,Male,74.0
DA,FT,2020,2020-01-06,SAO,2020-11-03,2020-12-05,Paid Deposit,823.53,0.0,4000.0,3176.47,0,Not specified,Referral,Male,210.0
UX,FT,2020,2020-02-17,BCN,2020-01-21,2020-01-29,Paid Deposit,500.0,0.0,7000.0,6500.0,0,Not specified,Referral,Female,316.0
WD,PT,2020,2020-06-30,AMS,2020-02-16,2020-03-31,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Female,250.0
WD,FT,2020,2020-10-19,RMT-Europe,2020-09-16,2020-09-24,Paid Deposit,750.0,0.0,7500.0,6750.0,0,Not specified,google,Female,78.0
DA,FT,2020,2020-08-17,MAD,2020-11-06,2020-11-06,Closed lost,700.0,0.0,7000.0,6300.0,0,Not specified,Social Media,Female,172.0
WD,FT,2020,2020-12-10,RMT-America,2020-09-14,2020-09-30,Closed lost,0.0,0.0,3539.82,3539.82,0,Not specified,google,Male,83.0
WD,FT,2020,2020-03-23,PAR,2020-01-03,2020-03-31,Closed lost,0.0,0.0,8000.0,6800.0,0,Not specified,google,Male,279.0
DA,FT,2020,2020-01-06,MAD,2020-02-03,2020-03-31,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Social Media,Male,277.0
UX,FT,2020,2020-10-19,BCN,2020-09-16,2020-09-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,64.0
WD,FT,2020,2020-06-29,BCN,2020-02-03,2020-03-31,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,216.0
DA,FT,2021,2021-11-01,BER,2020-01-12,2020-01-12,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Male,1.0
WD,FT,2016,2016-10-17,MIA,2016-10-15,2016-10-27,Closed lost,0.0,0.0,9734.51,9734.51,0,Not specified,Application form,Male,1515.0
WD,PT,2020,2020-10-20,RMT-Europe,2020-09-16,2020-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Male,50.0
DA,FT,2020,2020-01-20,LIS,2019-12-16,2019-12-31,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Referral,Male,333.0
DA,PT,2020,2020-06-10,RMT-Europe,2020-09-16,2020-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,76.0
WD,FT,2020,2020-09-11,PAR,2020-09-15,2020-09-30,Closed lost,800.0,0.0,8000.0,7200.0,0,Not specified,google,Female,68.0
WD,PT,2018,2018-09-18,PAR,2018-07-07,2018-08-16,Closed lost,1000.0,0.0,7500.0,6500.0,0,Not specified,IronhackEvent,Male,885.0
DA,FT,2020,2020-12-10,LIS,2020-09-14,2020-09-30,Closed lost,650.0,0.0,6500.0,5850.0,0,Not specified,Social Media,Female,77.0
WD,FT,2020,2020-06-29,LIS,2020-02-03,2020-03-31,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,209.0
UX,FT,2020,2020-03-08,MEX,2020-02-03,2020-03-31,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,Referral,Female,260.0
WD,FT,2020,2020-10-19,RMT-Europe,2020-09-15,2020-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,newspaperOrMagazine,Male,11.0
DA,PT,2020,2020-09-11,MAD,2020-08-09,2020-09-17,Paid Deposit,3750.0,0.0,7500.0,3750.0,0,Not specified,Referral,Male,82.0
DA,FT,2021,2021-11-01,BER,2020-09-14,2020-10-16,Paid Deposit,2099.0,0.0,7500.0,5401.0,0,Not specified,Referral,Male,53.0
DA,FT,2020,2020-03-23,MAD,2020-02-03,2020-03-31,Closed lost,0.0,0.0,7000.0,5950.0,0,Not specified,Referral,Male,267.0
WD,FT,2020,2020-04-13,LIS,2020-02-03,2020-02-04,Paid Deposit,1000.0,0.0,6500.0,4675.0,0,Not specified,google,Male,257.0
WD,FT,2020,2020-10-19,SAO,2020-09-15,2020-09-30,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,google,Male,77.0
WD,PT,2020,2020-04-27,MAD,2020-03-03,2020-03-31,Closed lost,750.0,0.0,7500.0,5737.5,0,Not specified,Social Media,Female,277.0
UX,FT,2020,2020-10-19,MAD,2020-09-15,2020-09-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,google,Female,67.0
UX,FT,2020,2020-03-23,MEX,2020-03-03,2020-03-31,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,other,Male,279.0
DA,FT,2021,2021-01-02,PAR,2020-09-15,2020-09-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,Referral,Male,33.0
UX,FT,2020,2020-03-08,MEX,2020-03-03,2020-03-31,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,IronhackEvent,Female,260.0
DA,FT,2020,2020-05-10,RMT-Europe,2020-09-16,2020-09-18,Paid Deposit,1125.0,0.0,7500.0,6375.0,0,Not specified,Referral,Male,81.0
DA,PT,2020,2020-10-19,PAR,2020-03-03,2020-03-31,Closed lost,800.0,0.0,8000.0,7200.0,0,Not specified,Social Media,Female,246.0
DA,FT,2020,2020-05-10,RMT-Europe,2020-09-14,2020-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,11.0
WD,FT,2020,2020-12-10,RMT-America,2020-09-14,2020-09-30,Closed lost,353.98,0.0,3539.82,3185.84,0,Not specified,google,Female,77.0
WD,FT,2020,2020-10-19,RMT-Europe,2020-09-15,2020-09-30,Closed lost,750.0,0.0,7500.0,6750.0,0,Not specified,google,Female,69.0
WD,FT,2020,2020-10-19,SAO,2020-09-16,2020-09-30,Closed lost,400.0,0.0,4000.0,3600.0,0,Not specified,google,Female,62.0
DA,PT,2021,2021-09-02,BCN,2020-09-15,2020-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Male,39.0
WD,PT,2020,2020-10-20,RMT-Europe,2020-09-14,2020-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,76.0
WD,FT,2020,2020-03-23,PAR,2019-10-31,2019-11-25,Paid Deposit,0.0,0.0,7500.0,6375.0,0,Not specified,google,Male,382.0
WD,FT,2020,2020-03-23,MEX,2020-02-26,2020-03-31,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,Social Media,Female,265.0
WD,FT,2020,2020-09-11,PAR,2020-02-10,2020-12-31,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,Social Media,Male,63.0
WD,FT,2020,2020-12-10,AMS,2020-01-03,2020-03-31,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,google,Male,251.0
DA,PT,2020,2020-07-07,SAO,2020-01-21,2020-03-31,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,google,Male,274.0
WD,PT,2020,2020-10-20,RMT-Europe,2020-09-14,2020-09-17,Paid Deposit,750.0,0.0,7500.0,6750.0,0,Not specified,google,Female,82.0
WD,FT,2020,2020-04-13,LIS,2020-01-25,2020-03-31,Closed lost,0.0,0.0,6500.0,5525.0,0,Not specified,newspaperOrMagazine,Male,312.0
WD,FT,2020,2020-10-19,SAO,2020-09-15,2020-09-24,Paid Deposit,705.88,0.0,4000.0,3294.12,0,Not specified,Social Media,Male,75.0
DA,FT,2020,2020-12-10,MEX,2020-09-15,2020-09-30,Closed lost,414.75,0.0,4147.47,3732.72,0,Not specified,Social Media,Female,54.0
WD,PT,2020,2020-09-11,MAD,2020-09-14,2020-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Referral,Male,25.0
UX,FT,2020,2020-10-19,BCN,2020-09-15,2020-09-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,google,Male,61.0
UX,PT,2019,2019-10-21,MIA,2019-01-09,2019-09-17,Closed lost,0.0,0.0,10619.47,10619.47,0,Not specified,Social Media,Female,448.0
WD,FT,2020,2020-09-21,RMT-America,2020-09-15,2020-09-30,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,google,Male,77.0
WD,PT,2020,2020-09-28,MEX,2020-05-03,2020-08-28,Paid Deposit,691.24,0.0,4746.54,4055.3,0,Not specified,Referral,Female,103.0
WD,FT,2020,2020-10-19,SAO,2020-02-10,2020-12-31,Closed lost,400.0,0.0,4000.0,3600.0,0,Not specified,Social Media,Female,50.0
WD,FT,2020,2020-06-01,BER,2019-09-24,2019-11-28,Paid Deposit,1500.0,0.0,7500.0,6000.0,0,Not specified,switchup,Female,410.0
DA,FT,2020,2020-01-06,MAD,2020-01-03,2020-03-30,Paid Deposit,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,256.0
DA,FT,2020,2020-05-10,RMT-Europe,2020-09-16,2020-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Referral,Male,11.0
UX,PT,2020,2020-09-21,PAR,2020-01-03,2020-03-31,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,other,Female,245.0
DA,FT,2020,2020-12-10,AMS,2020-09-16,2020-09-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,Referral,Male,82.0
WD,FT,2020,2020-03-23,MEX,2020-01-03,2020-03-31,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,google,Male,259.0
WD,FT,2020,2020-10-19,RMT-Europe,2020-02-10,2020-12-31,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Referral,Male,50.0
DA,FT,2020,2020-01-06,BER,2020-02-03,2020-03-31,Closed lost,750.0,0.0,7500.0,6750.0,0,Not specified,google,Female,260.0
DA,PT,2020,2020-09-11,MAD,2020-09-15,2020-09-30,Closed lost,750.0,0.0,7500.0,6750.0,0,Not specified,Referral,Female,67.0
WD,FT,2020,2020-03-30,MIA,2020-02-03,2020-03-31,Closed lost,1061.95,0.0,10619.47,9557.52,0,Not specified,Social Media,Female,281.0
UX,FT,2020,2020-03-30,MIA,2020-02-03,2020-03-31,Closed lost,0.0,0.0,10619.47,10619.47,0,Not specified,Not specified,Prefer not to disclose,277.0
WD,PT,2020,2020-10-20,RMT-Europe,2020-09-15,2020-09-25,Paid Deposit,0.0,0.0,7500.0,7500.0,0,Not specified,Referral,Male,74.0
DA,FT,2020,2020-03-23,MEX,2020-03-03,2020-03-31,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,Social Media,Male,279.0
WD,FT,2020,2020-01-06,BER,2020-03-03,2020-03-31,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,newspaperOrMagazine,Male,243.0
WD,PT,2020,2020-10-20,SAO,2020-02-10,2020-02-10,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Not specified,Male,50.0
WD,FT,2020,2020-01-06,SAO,2020-03-03,2020-04-29,Paid Deposit,470.59,0.0,4000.0,3082.35,0,Not specified,Referral,Male,223.0
DA,PT,2020,2020-10-20,SAO,2020-02-10,2020-12-31,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Not specified,Male,32.0
UX,FT,2020,2020-10-19,MIA,2020-09-15,2020-09-23,Paid Deposit,0.0,0.0,11061.95,11061.95,0,Not specified,Referral,Male,76.0
WD,FT,2021,2021-11-01,BER,2020-09-16,2020-10-29,Paid Deposit,0.0,0.0,7500.0,7500.0,0,Not specified,Referral,Male,40.0
DA,PT,2020,2020-06-30,AMS,2020-04-03,2020-06-04,Paid Deposit,0.0,0.0,7500.0,7500.0,0,Not specified,Referral,Male,251.0
DA,FT,2021,2021-01-02,PAR,2020-09-16,2020-09-30,Closed lost,800.0,0.0,8000.0,7200.0,0,Not specified,other,Female,29.0
WD,FT,2020,2020-09-11,PAR,2020-09-16,2020-09-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,google,Male,78.0
WD,FT,2020,2020-12-10,AMS,2020-09-16,2020-09-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,google,Male,68.0
WD,FT,2020,2020-06-29,BCN,2020-10-04,2020-10-04,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,236.0
UX,FT,2021,2021-01-02,PAR,2020-09-16,2020-09-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,google,Male,34.0
UX,PT,2021,2021-09-02,BCN,2020-09-16,2020-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Referral,Female,26.0
WD,PT,2018,2018-10-22,MAD,2018-02-05,2018-09-28,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,IronhackEvent,Male,951.0
WD,FT,2020,2020-10-19,MAD,2020-09-16,2020-09-30,Closed lost,700.0,0.0,7000.0,6300.0,0,Not specified,Social Media,Female,78.0
DA,PT,2020,2020-04-27,MAD,2020-01-23,2020-01-23,Closed lost,0.0,0.0,7500.0,6375.0,0,Not specified,IronhackEvent,Male,279.0
DA,FT,2020,2020-05-10,RMT-Europe,2020-09-16,2020-09-30,Closed lost,750.0,0.0,7500.0,6750.0,0,Not specified,Social Media,Female,63.0
DA,PT,2020,2020-06-16,BCN,2020-01-03,2020-03-31,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,225.0
UX,FT,2020,2020-03-23,MEX,2020-01-03,2020-03-31,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,google,Male,260.0
DA,FT,2021,2021-11-01,MAD,2020-09-16,2020-09-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,newspaperOrMagazine,Male,78.0
WD,PT,2020,2020-04-27,MAD,2020-02-03,2020-03-31,Closed lost,750.0,0.0,7500.0,5737.5,0,Not specified,google,Female,279.0
UX,FT,2020,2020-12-10,AMS,2020-09-16,2020-09-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,Social Media,Male,77.0
WD,FT,2020,2020-01-13,MAD,2019-08-10,2019-10-24,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Social Media,Female,411.0
UX,FT,2020,2020-09-11,PAR,2020-09-16,2020-09-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,Social Media,Female,62.0
UX,FT,2018,2018-11-06,MAD,2017-02-12,2018-03-07,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,google,Female,1102.0
UX,FT,2020,2020-12-10,LIS,2020-09-16,2020-09-21,Paid Deposit,1000.0,0.0,6500.0,5250.0,0,Not specified,Referral,Male,81.0
CY,FT,2020,2020-11-16,MAD,2020-09-17,2020-09-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,32.0
UX,FT,2019,2019-01-07,MAD,2018-12-12,2019-01-15,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,other,Male,727.0
WD,FT,2020,2020-10-19,SAO,2020-09-17,2020-09-30,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Social Media,Male,75.0
DA,FT,2020,2020-04-05,AMS,2020-04-03,2020-04-13,Paid Deposit,700.0,0.0,7000.0,6300.0,0,Not specified,Social Media,Female,242.0
CY,FT,2020,2020-11-16,RMT-Europe,2020-09-17,2020-09-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,61.0
WD,FT,2020,2020-09-11,PAR,2020-09-17,2020-11-16,Paid Deposit,800.0,0.0,8000.0,7200.0,0,Not specified,other,Female,70.0
DA,FT,2020,2020-02-17,SAO,2020-01-25,2020-05-02,Paid Deposit,400.0,0.0,4000.0,3042.82,0,Not specified,Social Media,Female,307.0
DA,PT,2020,2020-09-28,MEX,2020-09-17,2020-09-30,Closed lost,474.65,0.0,4746.54,4271.89,0,Not specified,other,Female,54.0
WD,PT,2020,2020-01-06,MIA,2020-01-03,2020-03-31,Closed lost,0.0,0.0,11504.42,11504.42,0,Not specified,Referral,Male,257.0
WD,FT,2020,2020-09-11,PAR,2020-09-16,2020-09-30,Closed lost,800.0,0.0,8000.0,7200.0,0,Not specified,other,Female,81.0
WD,FT,2021,2021-11-01,AMS,2020-02-03,2020-04-30,Paid Deposit,1700.0,0.0,8000.0,6300.0,0,Not specified,Referral,Female,222.0
UX,FT,2020,2020-12-10,LIS,2020-09-17,2020-09-30,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,switchup,Female,76.0
WD,FT,2020,2020-01-06,BER,2020-02-03,2020-03-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Referral,Male,253.0
WD,FT,2020,2020-06-15,AMS,2020-02-03,2020-03-31,Closed lost,800.0,0.0,8000.0,7200.0,0,Not specified,newspaperOrMagazine,Female,250.0
WD,FT,2020,2020-09-11,PAR,2020-09-17,2020-09-28,Paid Deposit,0.0,0.0,8000.0,6250.0,0,Not specified,Referral,Male,76.0
DA,FT,2020,2020-03-08,MEX,2020-03-03,2020-03-31,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,Social Media,Male,258.0
WD,FT,2021,2021-11-01,BCN,2020-09-17,2020-11-22,Paid Deposit,700.0,0.0,7000.0,6300.0,0,Not specified,Social Media,Male,14.0
WD,FT,2020,2020-01-06,SAO,2020-03-03,2020-03-31,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,newspaperOrMagazine,Male,260.0
UX,FT,2020,2020-12-10,MEX,2020-09-17,2020-09-30,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,Social Media,Male,69.0
WD,FT,2020,2020-03-30,MIA,2019-07-08,2019-09-18,Paid Deposit,0.0,0.0,10619.47,10619.47,0,Not specified,Referral,Female,264.0
WD,FT,2020,2020-12-10,MEX,2020-09-16,2020-09-30,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,quora,Male,49.0
UX,FT,2020,2020-12-10,LIS,2020-09-16,2020-09-30,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,google,Female,71.0
UX,FT,2020,2020-04-13,LIS,2019-11-25,2019-12-31,Closed lost,0.0,0.0,6500.0,5525.0,0,Not specified,Referral,Male,376.0
WD,FT,2020,2020-10-19,MAD,2020-09-17,2020-09-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,62.0
DA,FT,2020,2020-10-19,MAD,2020-09-17,2020-09-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,71.0
DA,FT,2021,2021-11-01,BER,2020-09-17,2020-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,49.0
WD,FT,2020,2020-04-13,LIS,2020-02-29,2020-11-03,Paid Deposit,1250.0,0.0,6500.0,4462.5,0,Not specified,Referral,Male,273.0
UX,FT,2020,2020-03-23,PAR,2020-02-03,2020-03-31,Closed lost,0.0,0.0,8000.0,6800.0,0,Not specified,google,Male,277.0
DA,FT,2020,2020-10-19,MAD,2020-07-23,2020-09-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,google,Male,127.0
WD,FT,2020,2020-06-29,BCN,2020-02-03,2020-03-31,Closed lost,700.0,0.0,7000.0,6300.0,0,Not specified,newspaperOrMagazine,Female,249.0
DA,FT,2020,2020-08-17,SAO,2020-07-22,2020-09-30,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Social Media,Male,120.0
DA,FT,2020,2020-03-23,MEX,2020-03-03,2020-03-31,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,IronhackEvent,Male,260.0
WD,FT,2020,2020-03-08,MEX,2020-03-03,2020-03-31,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,google,Male,161.0
DA,FT,2020,2020-03-08,MEX,2020-03-03,2020-03-31,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,Social Media,Male,260.0
UX,FT,2020,2020-09-28,BCN,2020-07-21,2020-09-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,96.0
WD,FT,2020,2020-08-06,PAR,2020-03-03,2020-03-31,Closed lost,800.0,0.0,8000.0,7200.0,0,Not specified,other,Female,280.0
DA,FT,2020,2020-01-06,SAO,2020-02-19,2020-04-30,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Referral,Male,223.0
DA,FT,2020,2020-07-27,AMS,2020-07-23,2020-09-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,google,Female,131.0
UX,FT,2020,2020-03-23,BER,2020-01-22,2020-02-24,Paid Deposit,1125.0,0.0,7500.0,5418.75,0,Not specified,Referral,Female,292.0
DA,FT,2020,2020-09-11,PAR,2020-07-21,2020-09-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,other,Female,120.0
DA,FT,2020,2020-07-27,AMS,2020-07-23,2020-09-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,Social Media,Male,138.0
WD,FT,2020,2020-01-06,MAD,2020-03-13,2020-03-31,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,google,Male,256.0
WD,FT,2020,2020-08-17,SAO,2020-07-21,2020-09-30,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,google,Female,120.0
WD,FT,2020,2020-08-17,MIA,2020-07-22,2020-09-30,Closed lost,0.0,0.0,11061.95,11061.95,0,Not specified,google,Male,133.0
WD,FT,2020,2020-04-05,AMS,2020-02-03,2020-03-31,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,google,Male,260.0
DA,FT,2020,2020-12-10,LIS,2020-07-23,2020-09-30,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,courseReport,Male,112.0
DA,PT,2020,2020-06-16,BCN,2019-07-30,2019-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Female,251.0
UX,FT,2020,2020-10-19,MAD,2020-07-21,2020-09-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,IronhackEvent,Male,134.0
UX,PT,2020,2020-06-16,BCN,2020-02-03,2020-03-31,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Referral,Male,204.0
UX,FT,2020,2020-10-08,BER,2020-02-29,2020-08-04,Paid Deposit,0.0,0.0,7500.0,7500.0,0,Not specified,IronhackEvent,Female,244.0
DA,FT,2020,2020-08-24,PAR,2020-07-21,2020-09-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,IronhackEvent,Male,126.0
DA,PT,2019,2019-05-20,MIA,2019-01-30,2019-02-02,Closed lost,0.0,0.0,10619.47,10619.47,0,Not specified,Social Media,Female,678.0
UX,FT,2020,2020-03-08,MEX,2020-03-03,2020-03-31,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,Social Media,Female,260.0
DA,FT,2020,2020-06-22,BCN,2020-03-03,2020-03-31,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,google,Male,209.0
UX,FT,2020,2020-09-11,PAR,2020-07-22,2020-09-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,other,Female,131.0
UX,PT,2019,2019-05-20,MIA,2019-04-04,2019-05-24,Closed lost,0.0,0.0,10619.47,10619.47,0,Not specified,Not specified,Female,544.0
WD,FT,2020,2020-03-23,PAR,2020-02-21,2020-03-31,Closed lost,0.0,0.0,8000.0,6800.0,0,Not specified,google,Male,274.0
WD,FT,2020,2020-01-06,SAO,2020-02-21,2020-03-31,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Social Media,Male,274.0
WD,FT,2020,2020-10-19,MAD,2020-07-23,2020-07-23,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Female,125.0
WD,FT,2020,2020-03-08,MEX,2020-07-23,2020-09-30,Closed lost,0.0,0.0,4147.47,4147.47,0,Not specified,Referral,Male,132.0
WD,FT,2017,2017-12-06,BCN,2017-03-15,2017-05-04,Paid Deposit,0.0,0.0,6500.0,6500.0,0,Not specified,switchup,Male,1364.0
WD,FT,2017,2017-10-16,MAD,2017-04-20,2017-04-28,Paid Deposit,1500.0,0.0,6500.0,5000.0,0,Not specified,other,Female,1328.0
WD,PT,2020,2020-08-01,SAO,2019-10-21,2019-12-31,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,google,Male,274.0
UX,FT,2017,2017-01-16,MIA,2016-10-17,2016-11-23,Paid Deposit,0.0,0.0,9734.51,9734.51,0,Not specified,Application form,Male,1513.0
UX,FT,2021,2021-11-01,BCN,2020-07-21,2020-11-24,Paid Deposit,700.0,0.0,7000.0,6300.0,0,Not specified,other,Female,40.0
UX,PT,2020,2020-10-20,SAO,2020-02-03,2020-03-31,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,google,Male,239.0
DA,FT,2020,2020-01-06,SAO,2020-03-25,2020-03-31,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Referral,Male,239.0
WD,PT,2021,2021-11-01,MIA,2020-03-14,2020-06-11,Paid Deposit,1150.44,0.0,11504.42,10353.98,0,Not specified,google,Male,32.0
DA,PT,2021,2021-02-15,PAR,2020-07-21,2020-09-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,Social Media,Female,140.0
UX,PT,2020,2020-06-07,MIA,2020-02-22,2020-03-31,Closed lost,0.0,0.0,11504.42,11504.42,0,Not specified,Referral,Female,274.0
UX,FT,2020,2020-10-19,BCN,2020-07-28,2020-07-28,Closed lost,700.0,0.0,7000.0,6300.0,0,Not specified,google,Male,68.0
WD,FT,2020,2020-03-30,MIA,2020-02-23,2020-03-31,Closed lost,0.0,0.0,10619.47,10619.47,0,Not specified,Social Media,Male,274.0
WD,FT,2020,2020-08-24,PAR,2020-07-23,2020-09-30,Closed lost,0.0,0.0,8000.0,8000.0,0,Not specified,google,Female,138.0
DA,FT,2020,2020-12-10,LIS,2020-08-08,2020-09-14,Paid Deposit,1000.0,0.0,6500.0,5250.0,0,Not specified,Referral,Male,90.0
WD,PT,2019,2019-01-21,MAD,2018-05-12,2018-07-12,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,734.0
WD,FT,2020,2020-08-17,SAO,2020-07-23,2020-09-30,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Social Media,Female,120.0
DA,FT,2020,2020-10-19,BCN,2020-07-22,2020-08-14,Paid Deposit,0.0,0.0,7000.0,7000.0,0,Not specified,Social Media,Male,118.0
DA,FT,2020,2020-12-10,AMS,2020-07-22,2020-09-30,Closed lost,800.0,0.0,8000.0,7200.0,0,Not specified,Referral,Female,118.0
UX,PT,2021,2021-02-02,AMS,2020-07-23,2020-09-30,Closed lost,0.0,0.0,8500.0,8500.0,0,Not specified,google,Male,88.0
